Employment Length,Zip Code,BAD,Amount Requested,Loan Title,State
10+ years,252xx,0,18000.0,Swimming Pool Addition,WV
2 years,891xx,0,26000.0,Debt consolidation,NV
10+ years,309xx,0,20000.0,Debt Consolidation,GA
10+ years,331xx,0,6000.0,Debt consolidation,FL
7 years,481xx,0,13500.0,Breathing room,MI
< 1 year,278xx,0,35000.0,Debt consolidation,NC
10+ years,467xx,0,28000.0,Debt consolidation,IN
< 1 year,339xx,0,7625.0,Credit card refinancing,FL
< 1 year,917xx,0,12000.0,Debt consolidation,CA
7 years,330xx,1,4000.0,Motorcycle Loan,FL
6 years,606xx,0,6000.0,Restructuring,IL
8 years,193xx,0,20000.0,Home improvement,PA
3 years,330xx,0,14325.0,Credit card refinancing,FL
2 years,566xx,0,6000.0,Debt consolidation,MN
3 years,852xx,0,6700.0,Debt consolidation,AZ
2 years,750xx,0,21000.0,Credit card refinancing,TX
< 1 year,981xx,1,19200.0,Home buying,WA
10+ years,305xx,0,2300.0,Daniel Defense,GA
3 years,531xx,0,12000.0,Debt consolidation,WI
10+ years,949xx,0,24000.0,Debt consolidation,CA
10+ years,800xx,0,30000.0,Debt consolidation,CO
10+ years,773xx,0,35000.0,Debt consolidation,TX
10+ years,130xx,1,8000.0,Debt consolidation,NY
10+ years,371xx,0,10000.0,Credit card refinancing,TN
< 1 year,381xx,0,33350.0,Debt consolidation,TN
2 years,211xx,0,24000.0,Payoff Credit Cards / Make one Payment,MD
7 years,088xx,0,24000.0,Credit card refinancing,NJ
7 years,123xx,0,5000.0,Major purchase,NY
10+ years,920xx,0,20000.0,Home improvement,CA
10+ years,283xx,1,35000.0,Business,NC
10+ years,235xx,0,27000.0,Credit card refinancing,VA
2 years,544xx,0,20000.0,Debt consolidation,WI
< 1 year,945xx,0,11325.0,Debt consolidation,CA
4 years,740xx,0,28000.0,Credit card refinancing,OK
6 years,230xx,0,15000.0,Loan,VA
1 year,482xx,0,30000.0,Home improvement,MI
1 year,300xx,1,35000.0,Credit card refinancing,GA
10+ years,019xx,0,6025.0,Other,MA
10+ years,951xx,0,3000.0,Credit card refinancing,CA
10+ years,720xx,0,20000.0,Debt consolidation,AR
4 years,189xx,0,25000.0,Debt consolidation,PA
10+ years,104xx,0,6000.0,Debt consolidation,NY
10+ years,146xx,0,15000.0,Debt consolidation,NY
10+ years,557xx,1,14600.0,Debt consolidation,MN
2 years,554xx,0,15000.0,Debt consolidation,MN
10+ years,207xx,0,21850.0,Debt consolidation,MD
5 years,610xx,0,12000.0,Consolidate,IL
10+ years,325xx,0,18000.0,Credit card refinancing,FL
< 1 year,217xx,0,6000.0,Debt consolidation,MD
10+ years,331xx,1,35000.0,Debt consolidation,FL
< 1 year,054xx,0,12000.0,Debt consolidation,VT
10+ years,112xx,1,35000.0,Home improvement,NY
2 years,956xx,0,15000.0,Major purchase,CA
1 year,323xx,0,7000.0,Other,FL
7 years,857xx,1,12250.0,freedom,AZ
6 years,750xx,0,22800.0,Debt Consoladation,TX
6 years,210xx,0,35000.0,Debt consolidation,MD
10+ years,660xx,0,17650.0,Debt consolidation,KS
9 years,436xx,0,8000.0,Debt consolidation,OH
< 1 year,750xx,0,9600.0,Credit card refinancing,TX
2 years,945xx,0,6000.0,Credit card refinancing,CA
2 years,604xx,0,20000.0,Debt consolidation,IL
5 years,605xx,0,16800.0,Credit card refinancing,IL
1 year,852xx,0,10000.0,Other,AZ
4 years,305xx,1,15525.0,Home improvement,GA
10+ years,450xx,1,12000.0,Other,OH
10+ years,112xx,1,15000.0,Debt consolidation,NY
10+ years,606xx,0,35000.0,Credit card refinancing,IL
8 years,891xx,0,18000.0,Debt consolidation,NV
2 years,450xx,1,1600.0,Home improvement,OH
10+ years,954xx,0,14275.0,Debt consolidation,CA
2 years,951xx,0,10000.0,Debt consolidation,CA
10+ years,017xx,0,30000.0,Debt consolidation,MA
4 years,294xx,0,16000.0,Other,SC
1 year,981xx,0,18400.0,Credit card refinancing,WA
10+ years,605xx,0,34475.0,North Central Collage,IL
10+ years,074xx,0,13000.0,Debt consolidation,NJ
3 years,610xx,0,20000.0,Debt consolidation,IL
1 year,125xx,0,15000.0,Debt consolidation,NY
8 years,212xx,0,20000.0,Debt consolidation,MD
5 years,253xx,0,18000.0,Debt Consolodation,WV
2 years,945xx,0,27600.0,Debt consolidation,CA
4 years,120xx,0,14000.0,Debt Consolidation,NY
< 1 year,662xx,0,9000.0,Money to sell our House,KS
3 years,993xx,0,16000.0,Debt consolidation,WA
4 years,852xx,0,22000.0,Credit card refinancing,AZ
< 1 year,377xx,1,6000.0,Other,TN
7 years,984xx,0,8400.0,Debt consolidation,WA
5 years,100xx,1,5000.0,Credit card refinancing,NY
8 years,342xx,1,5000.0,Home improvement,FL
10+ years,301xx,1,8000.0,Debt consolidation,GA
10+ years,900xx,0,20000.0,Add 2bd/1bth to my craftsman bungalow,CA
2 years,802xx,0,16000.0,Debt consolidation,CO
10+ years,957xx,0,27575.0,Credit card payoff,CA
10+ years,352xx,0,40000.0,Major purchase,AL
4 years,770xx,0,7000.0,Debt consolidation,TX
10+ years,315xx,0,16425.0,Debt Consolidation,GA
10+ years,117xx,0,5000.0,Debt consolidation,NY
10+ years,917xx,0,12000.0,Other,CA
3 years,335xx,1,36000.0,Debt consolidation,FL
3 years,770xx,0,8000.0,Other,TX
5 years,775xx,0,20000.0,Debt consolidation,TX
< 1 year,329xx,1,5500.0,Debt consolidation,FL
1 year,438xx,1,12000.0,Debt consolidation,OH
2 years,352xx,0,12000.0,Credit card refinancing,AL
< 1 year,773xx,0,28800.0,Credit card refinancing,TX
8 years,951xx,0,10000.0,Debt consolidation,CA
5 years,983xx,0,30000.0,Home improvement,WA
4 years,700xx,0,1000.0,Home improvement,LA
10+ years,606xx,0,5000.0,Other,IL
10+ years,360xx,0,13000.0,Debt consolidation,AL
10+ years,334xx,0,12000.0,major_purchase,FL
2 years,130xx,0,9000.0,Credit card refinancing,NY
8 years,727xx,0,8000.0,Debt consolidation,AR
1 year,750xx,0,4000.0,Debt consolidation,TX
4 years,993xx,1,35000.0,Debt consolidation,WA
10+ years,228xx,0,10000.0,Debt consolidation,VA
10+ years,622xx,0,36500.0,Debt consolidation,IL
6 years,564xx,1,10000.0,Credit card refinancing,MN
10+ years,786xx,0,12000.0,Debt consolidation,TX
2 years,744xx,1,8075.0,Debt consolidation,OK
4 years,891xx,0,13200.0,Debt consolidation,NV
4 years,112xx,0,16000.0,Credit card refinancing,NY
10+ years,933xx,1,1925.0,Debt consolidation,CA
8 years,212xx,0,3475.0,Debt consolidation,MD
10+ years,970xx,0,7000.0,Credit Card Loan,OR
3 years,928xx,1,12000.0,Debt consolidation,CA
2 years,847xx,0,11800.0,pay off high inst. credit cards,UT
4 years,430xx,0,19500.0,Debt consolidation,OH
10+ years,070xx,1,15000.0,Home improvement,NJ
10+ years,371xx,0,24000.0,Credit card refinancing,TN
8 years,488xx,1,10000.0,Debt consolidation,MI
2 years,981xx,0,6500.0,Credit card refinancing,WA
5 years,444xx,0,20000.0,Home improvement,OH
1 year,274xx,0,15000.0,Debt consolidation,NC
10+ years,553xx,0,13000.0,Credit card refinancing,MN
2 years,060xx,1,13800.0,paymybills,CT
10+ years,130xx,0,20000.0,Debt consolidation,NY
< 1 year,175xx,1,10000.0,Debt consolidation,PA
10+ years,787xx,0,25000.0,Debt consolidation,TX
3 years,301xx,0,3625.0,debt down,GA
4 years,930xx,0,24000.0,Credit Card Refinance,CA
10+ years,319xx,0,15000.0,Debt consolidation,GA
10+ years,338xx,0,4000.0,Debt consolidation,FL
2 years,549xx,0,25000.0,Debt consolidation,WI
8 years,917xx,0,30000.0,Debt consolidation,CA
10+ years,212xx,0,18200.0,Debt consolidation,MD
10+ years,223xx,0,16000.0,Other,VA
3 years,030xx,1,1400.0,Vacation,NH
8 years,230xx,0,9000.0,Credit card refinancing,VA
10+ years,906xx,0,17000.0,Debt consolidation,CA
10+ years,741xx,0,10000.0,Credit card refinancing,OK
10+ years,651xx,0,15000.0,Credit card refinancing,MO
10+ years,087xx,0,28000.0,Help me get out of the hole,NJ
2 years,170xx,0,7450.0,Debt consolidation,PA
8 years,440xx,0,2600.0,Debt consolidation,OH
6 years,750xx,1,14400.0,Home improvement,TX
3 years,111xx,0,20000.0,Credit Card Payment ,NY
10+ years,920xx,0,35000.0,Debt consolidation,CA
10+ years,245xx,0,20850.0,Debt consolidation,VA
7 years,124xx,0,6000.0,"Family is growing, we need a bigger car!",NY
10+ years,565xx,0,18000.0,Credit card refinancing,MN
10+ years,021xx,1,20000.0,Debt consolidation,MA
8 years,629xx,0,12000.0,HomeRemodel,IL
7 years,379xx,0,2500.0,Other,TN
10+ years,940xx,0,25000.0,Home improvement,CA
1 year,857xx,0,3050.0,Major purchase,AZ
10+ years,322xx,0,6000.0,Debt consolidation,FL
10+ years,307xx,0,18000.0,Bill's,GA
1 year,554xx,0,21000.0,Debt consolidation,MN
3 years,483xx,1,15000.0,Debt consolidation,MI
10+ years,323xx,0,8750.0,Debt consolidation,FL
6 years,562xx,1,20400.0,Debt consolidation,MN
5 years,967xx,0,10000.0,Debt consolidation,HI
7 years,018xx,0,20000.0,ADDITION,MA
1 year,456xx,0,8800.0,Credit card refinancing,OH
10+ years,207xx,0,27975.0,Debt consolidation,MD
4 years,601xx,0,10000.0,Loan,IL
5 years,111xx,0,21000.0,Debt consolidation,NY
2 years,761xx,1,15000.0,Debt consolidation,TX
< 1 year,647xx,0,33425.0,Debt consolidation,MO
10+ years,953xx,0,12000.0,debt cosolidation,CA
10+ years,660xx,0,14475.0,Debt consolidation,KS
4 years,366xx,0,16000.0,Credit card refinancing,AL
5 years,461xx,0,5150.0,Debt consolidation,IN
10+ years,077xx,0,12000.0,debt consolidation ,NJ
10+ years,341xx,0,22275.0,Credit card refinancing,FL
5 years,115xx,0,5000.0,Other,NY
5 years,604xx,0,25000.0,Debt consolidation,IL
10+ years,740xx,1,19000.0,Debt consolidation,OK
10+ years,775xx,0,2000.0,Debt consolidation,TX
10+ years,076xx,0,4500.0,Credit card refinancing,NJ
3 years,633xx,0,3200.0,Debt Free,MO
10+ years,605xx,0,35000.0,Credit card refinancing,IL
10+ years,945xx,1,35000.0,Debt consolidation,CA
7 years,985xx,0,15000.0,Debt consolidation,WA
10+ years,480xx,1,12000.0,Debt consolidation,MI
5 years,954xx,0,18000.0,Credit card refinancing,CA
10+ years,750xx,0,4350.0,Medical expenses,TX
6 years,762xx,0,12000.0,Credit card refinancing,TX
5 years,221xx,0,4750.0,Debt Consolidation,VA
8 years,545xx,1,12000.0,Paydown loan,WI
4 years,307xx,0,10000.0,Debt consolidation,GA
9 years,973xx,0,10000.0,Vacation,OR
10+ years,805xx,0,10000.0,Debt consolidation,CO
4 years,370xx,0,21000.0,Debt consolidation,TN
4 years,837xx,0,1000.0,Credit card refinancing,ID
3 years,601xx,0,5000.0,money in the bank,IL
2 years,104xx,0,4800.0,Credit card refinancing,NY
10+ years,810xx,1,18000.0,Debt consolidation,CO
3 years,781xx,0,12000.0,Debt consolidation,TX
3 years,597xx,1,9400.0,Credit card refinancing,MT
3 years,334xx,0,14375.0,Debt consolidation,FL
1 year,455xx,0,4050.0,Debt consolidation,OH
2 years,913xx,0,2000.0,Credit card refinancing,CA
1 year,716xx,0,14400.0,Credit card refinancing,AR
2 years,190xx,0,4800.0,Debt consolidation,PA
5 years,775xx,0,20000.0,Home improvement,TX
1 year,075xx,0,12300.0,Personal Loan,NJ
< 1 year,274xx,1,6000.0,Debt consolidation,NC
4 years,606xx,0,5600.0,Major purchase,IL
8 years,857xx,0,5000.0,Debt consolidation,AZ
10+ years,916xx,0,20000.0,Business,CA
10+ years,801xx,0,24000.0,Debt consolidation,CO
8 years,330xx,1,27500.0,Debt consolidation,FL
10+ years,481xx,0,16000.0,credit card eliminator,MI
10+ years,553xx,0,24000.0,Credit card refinancing,MN
2 years,113xx,0,8325.0,Debt consolidation,NY
1 year,775xx,0,16000.0,Debt consolidation,TX
10+ years,925xx,0,35000.0,Debt consolidation,CA
2 years,076xx,0,7000.0,Debt consolidation,NJ
5 years,750xx,0,22000.0,Debt consolidation,TX
2 years,940xx,0,15000.0,Other,CA
< 1 year,544xx,0,9000.0,Debt consolidation,WI
4 years,841xx,0,24000.0,Other,UT
1 year,284xx,0,12375.0,consolida,NC
3 years,100xx,0,9500.0,Credit card refinancing,NY
8 years,019xx,0,8000.0,Credit card refinancing,MA
5 years,183xx,1,10000.0,Debt consolidation,PA
9 years,430xx,0,9600.0,Debt consolidation,OH
10+ years,770xx,1,30000.0,Home improvement,TX
2 years,782xx,1,24000.0,Debt consolidation,TX
10+ years,210xx,0,13000.0,Medical expenses,MD
1 year,069xx,1,10000.0,Debt consolidation,CT
6 years,210xx,0,15000.0,Debt consolidation,MD
9 years,775xx,0,4000.0,Debt consolidation,TX
10+ years,296xx,0,25000.0,Debt consolidation,SC
2 years,917xx,0,19750.0,Credit card refinancing,CA
9 years,944xx,1,10175.0,Debt consolidation,CA
10+ years,330xx,1,35000.0,Moving and relocation,FL
5 years,405xx,1,20000.0,Debt consolidation,KY
10+ years,662xx,0,30000.0,Project: Get Out of Debt,KS
2 years,124xx,0,10000.0,Other,NY
3 years,324xx,0,7200.0,Debt consolidation,FL
4 years,040xx,0,5500.0,Debt consolidation,ME
1 year,112xx,0,3000.0,Moving and relocation,NY
9 years,531xx,0,25000.0,Debt consolidation,WI
10+ years,891xx,0,10000.0,Debt consolidation,NV
10+ years,267xx,0,24000.0,Credit card refinancing,WV
6 years,210xx,0,26375.0,Debt consolidation,MD
1 year,637xx,0,18000.0,Debt consolidation,MO
7 years,104xx,0,18000.0,Debt consolidation,NY
10+ years,790xx,0,30000.0,Credit card refinancing,TX
10+ years,301xx,0,24000.0,Debt consolidation,GA
6 years,123xx,0,25000.0,New Start re-fi,NY
2 years,308xx,0,24000.0,Consolidate,GA
10+ years,183xx,0,5000.0,Other,PA
5 years,208xx,0,28000.0,CREDIT LINE,MD
10+ years,189xx,1,16000.0,Debt consolidation,PA
8 years,968xx,0,18000.0,Payoff,HI
2 years,395xx,0,6850.0,Debt consolidation,MS
4 years,300xx,0,12000.0,Debt consolidation,GA
1 year,606xx,0,20000.0,Home improvement,IL
10+ years,920xx,1,25200.0,Major purchase,CA
2 years,641xx,1,22000.0,Debt consolidation,MO
10+ years,453xx,0,8000.0,Credit card refinancing,OH
7 years,338xx,1,10000.0,Debt consolidation,FL
< 1 year,365xx,1,20000.0,Debt consolidation,AL
4 years,535xx,0,10000.0,Debt consolidation,WI
< 1 year,024xx,0,12000.0,Debt consolidation,MA
1 year,917xx,1,15100.0,Business,CA
10+ years,891xx,0,2500.0,Debt consolidation,NV
< 1 year,972xx,1,1500.0,Personal Loan 2010,OR
10+ years,641xx,1,35000.0,Debt consolidation,MO
10+ years,916xx,0,31425.0,Credit card refinancing,CA
10+ years,283xx,0,18950.0,Debt consolidation,NC
3 years,333xx,0,16825.0,Debt consolidation,FL
< 1 year,853xx,0,10000.0,Debt consolidation,AZ
4 years,786xx,1,3000.0,Debt consolidation,TX
1 year,146xx,0,12000.0,Debt consolidation,NY
1 year,857xx,0,20050.0,Debt consolidation,AZ
< 1 year,606xx,0,35000.0,Debt consolidation,IL
2 years,560xx,0,4000.0,Credit card refinancing,MN
8 years,660xx,0,17000.0,Debt consolidation,KS
10+ years,970xx,0,35000.0,Debt consolidation,OR
6 years,223xx,0,5200.0,Debt consolidation,VA
10+ years,300xx,0,2000.0,Other,GA
6 years,925xx,1,24000.0,Debt consolidation,CA
10+ years,300xx,0,30375.0,Debt consolidation,GA
10+ years,917xx,0,15000.0,Debt consolidation,CA
10+ years,923xx,0,6450.0,Loan,CA
8 years,972xx,0,30000.0,Debt consolidation,OR
10+ years,785xx,1,10000.0,Debt consolidation,TX
5 years,271xx,0,12000.0,Credit Card Payoff,NC
3 years,301xx,0,24000.0,Credit card refinancing,GA
7 years,765xx,0,25200.0,Debt consolidation,TX
4 years,773xx,0,4000.0,Major purchase,TX
< 1 year,336xx,0,16000.0,Debt consolidation,FL
3 years,900xx,0,8000.0,Business,CA
5 years,760xx,1,16000.0,Credit card refinancing,TX
2 years,600xx,0,10000.0,Debt consolidation,IL
8 years,967xx,0,35000.0,Debt consolidation,HI
9 years,553xx,0,25000.0,Debt consolidation,MN
9 years,330xx,0,10000.0,Debt consolidation,FL
2 years,601xx,0,21600.0,Debt consolidation,IL
10+ years,100xx,0,12800.0,Debt consolidation,NY
10+ years,645xx,0,26000.0,Debt consolidation,MO
8 years,917xx,0,14400.0,Other,CA
1 year,100xx,1,20000.0,Debt consolidation,NY
10+ years,070xx,1,20000.0,Debt consolidation,NJ
10+ years,908xx,0,12000.0,Credit card refinance,CA
10+ years,922xx,0,14000.0,Debt consolidation,CA
1 year,060xx,0,6000.0,Credit card refinancing,CT
2 years,953xx,0,6475.0,Other,CA
3 years,781xx,0,23000.0,Credit card refinancing,TX
4 years,330xx,0,8000.0,Credit card refinancing,FL
5 years,462xx,0,18000.0,Credit card refinancing,IN
4 years,940xx,0,13200.0,Debt consolidation,CA
10+ years,700xx,0,16800.0,Debt consolidation,LA
10+ years,378xx,0,17975.0,Debt consolidation,TN
9 years,076xx,1,6600.0,Debt consolidation,NJ
2 years,907xx,0,20000.0,Major purchase,CA
10+ years,104xx,1,20000.0,Debt Condolidation,NY
4 years,773xx,0,15000.0,Debt consolidation,TX
5 years,950xx,0,6000.0,Chocolate for the people,CA
10+ years,880xx,1,6000.0,Debt consolidation,NM
7 years,798xx,1,7000.0,Credit card refinancing,TX
1 year,564xx,1,11000.0,Debt consolidation,MN
< 1 year,785xx,0,35000.0,Home improvement,TX
< 1 year,554xx,0,35000.0,Home improvement,MN
10+ years,760xx,0,16000.0,Debt consolidation,TX
6 years,330xx,1,35000.0,Debt consolidation,FL
10+ years,450xx,0,30000.0,Home improvement,OH
10+ years,443xx,0,35000.0,Credit card refinancing,OH
10+ years,110xx,0,4225.0,Debt consolidation,NY
6 years,104xx,1,20000.0,Home improvement,NY
9 years,483xx,0,28000.0,Debt consolidation,MI
9 years,325xx,0,18150.0,Debt consolidation,FL
4 years,802xx,0,16800.0,Debt consolidation,CO
5 years,805xx,1,12000.0,Debt consolidation,CO
3 years,701xx,0,18000.0,Credit card refinancing,LA
1 year,782xx,0,5000.0,Other,TX
< 1 year,541xx,0,35000.0,Credit card refinancing,WI
7 years,133xx,1,18300.0,Home improvement,NY
10+ years,124xx,1,13000.0,Debt consolidation,NY
2 years,705xx,1,16000.0,Debt consolidation,LA
10+ years,070xx,0,19800.0,Debt consolidation,NJ
2 years,620xx,0,14000.0,Debt consolidation,IL
3 years,549xx,0,20000.0,Debt consolidation,WI
10+ years,967xx,0,12600.0,Debt consolidation,HI
10+ years,064xx,0,10000.0,Consol,CT
9 years,237xx,0,21000.0,Debt consolidation,VA
1 year,024xx,0,30000.0,Other,MA
5 years,805xx,0,17500.0,Debt consolidation,CO
2 years,208xx,0,11200.0,Debt consolidation,MD
6 years,604xx,0,24000.0,Debt consolidation,IL
10+ years,142xx,0,15000.0,Debt consolidation,NY
1 year,100xx,0,14000.0,Major purchase,NY
3 years,958xx,0,21000.0,Credit card refinancing,CA
1 year,481xx,0,25000.0,Debt consolidation,MI
< 1 year,285xx,0,34050.0,Debt consolidation,NC
10+ years,775xx,1,18000.0,Debt consolidation,TX
6 years,329xx,0,24000.0,Home improvement,FL
10+ years,031xx,0,12000.0,Vacation,NH
10+ years,934xx,0,30000.0,Credit card refinancing,CA
7 years,313xx,1,10050.0,Small Business Loan,GA
10+ years,730xx,0,7500.0,Debt consolidation,OK
5 years,017xx,0,16100.0,Debt consolidation,MA
1 year,300xx,0,17600.0,Credit card refinancing,GA
10+ years,763xx,1,28000.0,Debt consolidation,TX
10+ years,532xx,0,10000.0,Debt consolidation,WI
2 years,970xx,0,4150.0,Credit card refinancing,OR
< 1 year,939xx,0,10000.0,Home improvement,CA
4 years,601xx,1,15000.0,Debt consolidation,IL
5 years,980xx,0,17000.0,Credit card refinancing,WA
6 years,907xx,0,10000.0,Debt consolidation,CA
4 years,652xx,0,5400.0,Pay off credit cards,MO
10+ years,334xx,0,3000.0,Other,FL
10+ years,320xx,0,22400.0,Household Expenses,FL
6 years,723xx,0,5000.0,Home improvement,AR
3 years,900xx,1,19200.0,Medical expenses,CA
10+ years,120xx,0,20000.0,Consolidation,NY
10+ years,011xx,0,10000.0,Debt consolidation,MA
10+ years,379xx,0,23000.0,Debt consolidation,TN
6 years,142xx,1,10000.0,Debt consolidation,NY
4 years,200xx,0,25000.0,Debt consolidation,DC
10+ years,221xx,0,20000.0,Credit card refinancing,VA
1 year,980xx,0,9600.0,Debt consolidation,WA
2 years,198xx,1,14000.0,Credit card refinancing,DE
4 years,494xx,0,18000.0,Credit card refinancing,MI
3 years,765xx,0,9750.0,Debt consolidation,TX
< 1 year,322xx,0,3200.0,Wedding Fund,FL
3 years,554xx,1,7200.0,Debt consolidation,MN
9 years,201xx,0,5000.0,Debt consolidation,VA
3 years,294xx,0,11000.0,Debt consolidation,SC
3 years,840xx,0,6400.0,Credit card refinancing,UT
7 years,633xx,0,12000.0,Credit card refinancing,MO
10+ years,173xx,0,25000.0,Business,PA
10+ years,317xx,0,16000.0,Credit card refinancing,GA
5 years,200xx,0,1200.0,Summer Credit Reduction,DC
4 years,346xx,0,7200.0,Debt consolidation,FL
9 years,800xx,0,18500.0,Debt consolidation,CO
2 years,112xx,0,2800.0,Moving and relocation,NY
4 years,786xx,0,9600.0,Debt consolidation,TX
1 year,038xx,0,27200.0,Debt consolidation,NH
2 years,770xx,0,7000.0,Debt consolidation,TX
5 years,778xx,0,24000.0,Onepay,TX
6 years,786xx,0,7900.0,Debt consolidation,TX
9 years,088xx,0,28000.0,Debt consolidation,NJ
10+ years,260xx,0,14000.0,Home improvement,WV
10+ years,307xx,0,8000.0,Debt consolidation,GA
7 years,330xx,0,3000.0,Credit card refinancing,FL
10+ years,891xx,1,21175.0,Other,NV
7 years,488xx,1,17275.0,Debt consolidation,MI
< 1 year,105xx,0,30000.0,Credit card refinancing,NY
7 years,875xx,0,6000.0,Debt consolidation,NM
10+ years,134xx,0,13800.0,Debt consolidation,NY
